user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_1608,success,"indie, rnb, pop, ballad","artist_e, artist_m","bright, night, calm",slow,low,high,0.54,0.94,medium,low,low
user_1609,success,"rnb, acoustic","artist_s, artist_h",,slow,medium,medium,0.73,0.34,medium,medium,medium
user_1610,success,acoustic,artist_k,calm,slow,high,low,0.95,0.83,medium,low,low
user_1611,success,"indie, rnb, ballad, dance","artist_y, artist_g","energetic, bright, night",slow,low,high,0.97,0.64,low,medium,medium
user_1612,success,"dance, ballad",,"bright, calm",slow,low,medium,0.22,0.42,medium,high,medium
user_1613,success,"rnb, indie, dance, acoustic",,,fast,high,medium,0.62,0.53,low,medium,low
user_1614,success,"ballad, acoustic",artist_r,bright,medium,high,medium,0.37,0.22,medium,high,high
user_1615,success,,,soft,slow,medium,high,0.2,0.55,medium,medium,low
user_1616,success,"dance, rnb","artist_f, artist_i, artist_n","energetic, calm",slow,low,low,0.74,0.9,high,low,medium
user_1617,success,"pop, acoustic, ballad, indie",,,slow,low,high,0.97,0.62,high,medium,high
user_1618,success,,artist_u,,fast,low,low,0.67,0.07,low,medium,medium
user_1619,success,"pop, indie, rnb",artist_o,"bright, energetic, soft",medium,low,low,0.91,0.45,medium,medium,medium
user_1620,success,"indie, rnb","artist_s, artist_n",calm,medium,medium,medium,0.7,0.41,high,high,high
user_1621,success,"dance, acoustic","artist_u, artist_j","bright, soft, calm",medium,medium,low,0.8,0.23,low,low,low
user_1622,success,"acoustic, indie, pop, dance",artist_u,calm,slow,high,medium,0.32,0.58,high,medium,medium
user_1623,success,"dance, rnb, ballad",artist_e,"soft, energetic, night",slow,low,high,0.65,0.52,low,medium,medium
user_1624,success,"rnb, pop","artist_k, artist_q, artist_d",,medium,medium,low,0.66,0.35,low,low,medium
user_1625,success,"rnb, ballad, acoustic, dance","artist_e, artist_c",,medium,low,high,0.79,0.61,medium,medium,medium
user_1626,success,indie,artist_f,"night, energetic, bright",fast,medium,low,0.66,0.31,high,medium,medium
user_1627,success,"indie, dance, pop","artist_p, artist_i",,slow,high,low,0.97,0.57,high,medium,medium
user_1628,success,"acoustic, ballad, rnb",,,medium,low,high,0.38,0.07,medium,low,high
user_1629,success,acoustic,"artist_d, artist_y, artist_u","bright, energetic",slow,high,high,0.64,0.63,high,high,low
user_1630,success,,"artist_c, artist_l",,fast,low,medium,0.14,0.73,low,medium,low
user_1631,success,,artist_y,"energetic, bright",medium,medium,high,0.86,0.65,medium,medium,medium
user_1632,success,"ballad, indie",artist_x,"bright, soft",slow,high,medium,0.46,0.08,low,low,high
user_1633,success,"dance, pop, acoustic","artist_g, artist_i, artist_k",soft,medium,medium,low,0.89,0.47,low,high,low
user_1634,success,,"artist_n, artist_v, artist_c",energetic,fast,medium,low,0.82,0.47,high,medium,high
user_1635,success,"rnb, acoustic","artist_j, artist_m, artist_n","soft, bright",medium,high,high,0.94,0.38,low,medium,high
user_1636,success,"rnb, indie, acoustic, pop",,"energetic, soft",fast,medium,medium,0.83,0.86,high,high,medium
user_1637,success,,"artist_h, artist_e, artist_n",,slow,low,high,0.48,0.71,medium,low,low
user_1638,success,"indie, ballad, rnb",,"energetic, calm",slow,medium,low,0.51,0.12,low,medium,low
user_1639,success,,artist_t,soft,fast,high,low,0.28,0.08,low,medium,low
user_1640,success,"ballad, dance","artist_w, artist_j, artist_g",energetic,medium,medium,medium,0.11,0.54,low,low,medium
user_1641,success,,"artist_m, artist_z",,slow,high,low,0.77,0.83,low,high,low
user_1642,success,"pop, acoustic, dance, indie","artist_n, artist_v, artist_d",bright,slow,medium,low,0.59,0.63,low,high,high
user_1643,success,"rnb, dance, acoustic","artist_g, artist_i, artist_s",,fast,low,high,0.43,0.4,high,low,high
user_1644,success,"ballad, indie, rnb, acoustic",,"soft, energetic",fast,low,low,0.44,0.49,low,high,low
user_1645,success,,artist_q,"calm, night",medium,medium,low,0.58,0.33,low,medium,low
user_1646,success,rnb,artist_d,"calm, bright, night",slow,low,low,0.5,0.69,high,high,low
user_1647,success,dance,artist_b,"night, bright",medium,low,medium,0.29,0.84,high,high,high
user_1648,success,,"artist_e, artist_b",,medium,high,low,0.45,0.09,low,high,medium
user_1649,success,"indie, pop",artist_p,"night, energetic",fast,medium,medium,0.08,0.49,high,high,high
user_1650,success,"indie, pop, ballad, acoustic",artist_f,,medium,medium,low,0.02,0.64,medium,low,low
user_1651,success,"ballad, pop, dance, indie",artist_o,soft,medium,medium,high,0.98,0.37,high,high,medium
user_1652,success,,artist_q,,medium,medium,medium,0.58,0.24,high,low,medium
user_1653,success,"rnb, ballad, pop",,bright,medium,medium,high,0.2,0.51,low,low,low
user_1654,success,,"artist_x, artist_q, artist_p",,medium,low,medium,0.06,0.03,low,low,low
user_1655,success,,artist_n,,medium,high,medium,0.04,0.66,low,high,high
user_1656,success,"dance, acoustic, pop","artist_m, artist_t, artist_v","soft, energetic",fast,low,high,0.37,0.75,medium,high,medium
user_1657,success,,"artist_e, artist_o, artist_c","night, calm",slow,low,high,0.7,0.23,high,medium,medium
user_1658,success,"ballad, indie, dance",,,medium,low,high,0.86,0.34,medium,low,medium
user_1659,success,"indie, dance, pop, ballad",artist_q,"bright, soft",medium,high,low,0.25,0.43,high,high,high
user_1660,success,acoustic,"artist_h, artist_r, artist_l","soft, night",fast,low,low,0.45,0.29,high,low,high
user_1661,success,pop,artist_q,,medium,medium,high,0.2,0.33,low,low,high
user_1662,success,pop,artist_v,,fast,low,low,0.75,0.73,high,high,low
user_1663,success,"rnb, pop, ballad",,bright,medium,low,high,0.51,0.42,low,low,low
user_1664,success,"rnb, ballad",,"bright, calm",medium,medium,high,0.17,0.14,medium,high,medium
user_1665,success,"indie, acoustic, dance","artist_c, artist_m, artist_f","bright, night",fast,low,high,0.31,0.36,high,medium,medium
user_1666,success,"rnb, indie, pop, ballad",artist_f,"calm, energetic, night",medium,medium,medium,0.37,0.32,low,medium,high
user_1667,success,indie,artist_b,bright,slow,high,high,0.8,0.76,medium,high,medium
user_1668,success,indie,artist_a,energetic,fast,medium,low,0.67,0.6,high,low,low
user_1669,success,"acoustic, ballad",artist_n,bright,fast,low,low,0.85,0.23,medium,low,low
user_1670,success,rnb,artist_d,night,slow,high,medium,0.5,0.58,high,medium,low
user_1671,success,"indie, acoustic","artist_q, artist_p",,fast,medium,medium,0.61,0.37,medium,high,low
user_1672,success,"ballad, pop, dance","artist_b, artist_e, artist_u","night, bright",fast,high,high,0.88,0.28,low,medium,low
user_1673,success,"indie, pop, ballad, rnb","artist_c, artist_b","night, bright, energetic",medium,high,low,0.63,0.8,medium,low,medium
user_1674,success,"acoustic, indie, dance, rnb","artist_b, artist_k, artist_g","calm, night, energetic",medium,high,low,0.51,0.57,medium,high,medium
user_1675,success,"rnb, acoustic","artist_y, artist_r","night, bright",fast,low,high,0.31,0.44,high,low,medium
user_1676,success,ballad,"artist_y, artist_q, artist_v","night, bright",fast,low,medium,0.12,0.26,medium,medium,medium
user_1677,success,pop,"artist_n, artist_q, artist_u",soft,medium,high,high,0.3,0.65,medium,high,low
user_1678,success,"dance, acoustic, indie",artist_m,"night, calm, bright",fast,low,high,0.57,0.91,medium,low,high
user_1679,success,"dance, ballad, acoustic, rnb","artist_x, artist_e",,medium,medium,high,0.53,0.67,low,medium,medium
user_1680,success,"acoustic, indie, ballad, rnb",,"soft, bright, night",medium,medium,medium,0.19,0.01,medium,high,low
user_1681,success,dance,,"bright, calm",slow,low,high,0.37,0.24,high,low,high
user_1682,success,,"artist_f, artist_p, artist_j",,slow,high,high,0.7,0.59,low,medium,low
user_1683,success,"indie, pop","artist_j, artist_d, artist_e",,medium,high,low,0.66,0.13,high,high,high
user_1684,success,"pop, dance, rnb, acoustic",,"soft, calm, night",slow,low,high,0.92,0.32,medium,medium,high
user_1685,success,"acoustic, rnb, ballad",,,fast,low,low,0.35,0.97,medium,low,medium
user_1686,success,,"artist_x, artist_f, artist_w","soft, calm",medium,low,low,0.66,0.05,low,low,medium
user_1687,success,"ballad, indie, dance","artist_y, artist_l, artist_g",,slow,low,low,0.67,0.93,high,high,low
user_1688,success,,"artist_g, artist_n, artist_m",,medium,low,medium,0.98,0.46,low,low,low
user_1689,success,"acoustic, rnb, dance, ballad",artist_f,,fast,high,low,0.37,0.26,high,high,low
user_1690,success,"dance, pop, acoustic, indie","artist_h, artist_b",bright,slow,low,low,0.57,0.48,medium,low,medium
user_1691,success,"pop, ballad, rnb",artist_k,"night, energetic, soft",fast,low,low,0.94,0.84,high,high,low
user_1692,success,,"artist_e, artist_f","night, soft",fast,high,high,0.01,0.82,low,high,low
user_1693,success,,"artist_v, artist_n","soft, energetic, bright",medium,low,low,0.29,0.18,high,low,medium
user_1694,success,,"artist_b, artist_j, artist_w","bright, night",medium,high,low,0.35,0.68,low,high,low
user_1695,success,acoustic,artist_h,"calm, night, soft",fast,high,low,0.99,0.66,medium,high,high
user_1696,success,"rnb, dance, pop","artist_r, artist_z",bright,slow,low,medium,0.49,0.02,low,low,low
user_1697,success,"rnb, dance, pop","artist_s, artist_z",,medium,high,medium,0.79,0.39,high,high,low
user_1698,success,rnb,"artist_b, artist_f",energetic,medium,high,high,0.97,0.35,low,high,medium
user_1699,success,rnb,artist_q,soft,medium,medium,high,0.58,0.66,medium,medium,high
user_1700,success,acoustic,"artist_r, artist_j",night,fast,high,high,0.57,0.47,medium,high,low
user_1701,success,rnb,"artist_r, artist_h, artist_l","calm, bright",fast,low,medium,0.63,0.69,low,medium,low
user_1702,success,"acoustic, indie",,"energetic, calm, bright",slow,low,medium,0.5,0.23,medium,low,low
user_1703,success,"indie, acoustic",artist_n,soft,slow,medium,high,0.93,0.74,low,medium,medium
user_1704,success,"ballad, pop, dance, rnb","artist_r, artist_s",bright,slow,high,medium,0.96,0.88,high,low,medium
user_1705,success,"pop, ballad, acoustic, rnb",artist_y,night,slow,high,medium,0.88,0.61,medium,low,low
user_1706,success,"pop, dance, ballad","artist_r, artist_a","soft, bright, calm",fast,high,low,0.85,0.56,low,low,low
user_1707,success,"ballad, pop, indie","artist_n, artist_m","night, soft, calm",fast,low,medium,0.22,0.72,medium,low,high
user_1708,success,acoustic,"artist_w, artist_r, artist_z","soft, calm",medium,low,low,0.2,0.03,medium,medium,high
user_1709,success,acoustic,"artist_a, artist_p",energetic,medium,medium,medium,0.56,0.67,medium,low,medium
user_1710,success,"acoustic, dance","artist_g, artist_r",,fast,medium,medium,0.44,0.61,high,medium,high
user_1711,success,"acoustic, ballad, indie, dance","artist_w, artist_o","bright, night",slow,low,low,0.9,0.35,low,low,medium
user_1712,success,,artist_y,"bright, night",fast,medium,low,0.67,0.63,high,low,medium
user_1713,success,ballad,artist_a,,medium,high,low,0.05,0.4,low,low,low
user_1714,success,"rnb, indie, ballad","artist_k, artist_b, artist_h","energetic, soft, bright",medium,high,medium,0.58,0.43,medium,high,medium
user_1715,success,"pop, acoustic, rnb, dance",artist_e,"night, energetic",slow,high,low,0.07,0.91,medium,low,high
user_1716,success,"indie, ballad, acoustic",artist_i,"calm, energetic, soft",fast,high,high,0.22,0.23,medium,medium,high
user_1717,success,,"artist_v, artist_n",,medium,low,high,0.2,0.97,medium,medium,high
user_1718,success,"rnb, pop",artist_i,bright,fast,medium,high,0.43,0.34,high,low,high
user_1719,success,pop,"artist_h, artist_j, artist_v","soft, energetic",medium,high,low,0.42,0.33,low,low,medium
user_1720,success,"ballad, dance, rnb, indie",,soft,medium,high,medium,0.1,0.35,low,medium,low
user_1721,success,"indie, ballad, acoustic, pop",artist_l,"bright, energetic, night",slow,medium,low,0.49,0.99,high,high,medium
user_1722,success,"acoustic, dance, indie, ballad",,,medium,medium,high,0.06,0.62,medium,low,medium
user_1723,success,"rnb, acoustic, pop, ballad","artist_b, artist_s, artist_w",,fast,low,medium,0.46,0.01,medium,medium,high
user_1724,success,"indie, dance","artist_d, artist_n","night, energetic, bright",medium,low,low,0.04,0.2,low,medium,low
user_1725,success,,"artist_u, artist_f",calm,medium,medium,low,0.97,0.03,low,medium,high
user_1726,success,rnb,"artist_w, artist_d, artist_b","calm, energetic, bright",slow,high,high,0.42,0.39,low,medium,medium
user_1727,success,"ballad, pop",artist_n,"bright, energetic",fast,low,medium,0.16,0.82,low,low,high
user_1728,success,"rnb, pop",artist_v,"night, calm",medium,medium,high,0.17,0.23,high,medium,medium
user_1729,success,,"artist_p, artist_w",calm,slow,high,low,0.34,0.11,low,low,high
user_1730,success,"acoustic, ballad, rnb, indie","artist_s, artist_o",,fast,high,medium,0.45,0.29,low,medium,high
user_1731,success,"pop, indie, ballad, rnb",,,fast,low,high,0.59,0.25,high,low,low
user_1732,success,"ballad, dance, rnb, pop",artist_h,,medium,high,low,0.63,0.83,high,high,high
user_1733,success,"dance, rnb, pop, ballad",,,medium,high,low,0.03,0.96,low,medium,low
user_1734,success,"pop, rnb, ballad, dance",artist_k,,slow,high,high,0.65,0.75,high,high,high
user_1735,success,"pop, acoustic, indie","artist_o, artist_k",calm,fast,medium,high,0.52,0.42,medium,high,low
user_1736,success,"acoustic, ballad","artist_y, artist_j, artist_x",,fast,low,low,0.62,0.51,low,low,low
user_1737,success,pop,"artist_p, artist_u","bright, soft",slow,low,low,0.34,0.06,low,medium,high
user_1738,success,"dance, ballad, pop",,energetic,slow,high,high,0.88,0.25,medium,low,medium
user_1739,success,"rnb, dance, ballad","artist_k, artist_z",soft,slow,high,medium,0.74,0.18,low,medium,low
user_1740,success,ballad,artist_l,"calm, soft",fast,high,high,0.92,0.92,low,high,low
user_1741,success,,"artist_q, artist_t","bright, energetic",fast,medium,medium,0.56,0.45,medium,high,medium
user_1742,success,,"artist_d, artist_y",calm,fast,medium,low,0.63,0.94,high,medium,high
user_1743,success,"rnb, ballad, pop, indie","artist_e, artist_l","soft, bright",slow,low,high,0.92,0.57,medium,high,medium
user_1744,success,pop,"artist_t, artist_q, artist_x",calm,fast,high,medium,0.19,0.71,low,low,high
user_1745,success,"acoustic, dance, rnb","artist_t, artist_n, artist_u",soft,slow,high,high,0.69,0.4,low,low,high
user_1746,success,"acoustic, rnb",,"calm, night, energetic",fast,high,high,0.3,0.7,medium,low,medium
user_1747,success,,"artist_v, artist_f, artist_j","night, energetic",slow,medium,high,0.59,0.23,low,medium,medium
user_1748,success,,artist_u,soft,slow,high,low,0.33,0.83,low,low,medium
user_1749,success,"acoustic, ballad, rnb, indie","artist_r, artist_v",soft,medium,low,high,0.53,0.8,high,high,high
user_1750,success,"rnb, indie, dance, pop","artist_h, artist_g","soft, energetic",medium,medium,high,0.05,0.04,high,medium,low
user_1751,success,"dance, rnb",artist_z,"calm, soft",medium,high,high,0.48,0.12,low,low,medium
user_1752,success,,"artist_f, artist_a","calm, soft",slow,high,low,0.94,0.51,low,low,low
user_1753,success,"pop, rnb","artist_c, artist_e",bright,medium,medium,medium,0.59,0.81,low,high,high
user_1754,success,"acoustic, rnb, ballad, dance",,"energetic, bright",slow,low,medium,0.49,0.93,high,medium,high
user_1755,success,,"artist_k, artist_c","calm, bright",medium,medium,medium,0.4,0.34,high,low,low
user_1756,success,"indie, rnb",,,medium,low,low,0.56,0.34,medium,high,medium
user_1757,success,"dance, indie, acoustic, pop",artist_o,"calm, night, bright",slow,high,medium,0.99,0.56,medium,medium,medium
user_1758,success,ballad,"artist_c, artist_a","soft, calm, bright",medium,high,medium,1,0.16,medium,medium,low
user_1759,success,"ballad, dance, acoustic, rnb",artist_a,,medium,low,low,0.58,0.25,low,low,high
user_1760,success,"dance, ballad",artist_o,"soft, energetic",fast,medium,medium,0.25,0.17,medium,high,high
user_1761,success,,"artist_p, artist_m, artist_w",bright,medium,medium,medium,0.86,0.38,high,high,low
user_1762,success,"acoustic, ballad","artist_s, artist_x","bright, night, calm",slow,high,high,0.49,0.71,medium,high,medium
user_1763,success,"dance, ballad, acoustic","artist_r, artist_m","night, soft, energetic",slow,medium,high,0.63,0.65,high,low,medium
user_1764,success,"ballad, dance, rnb","artist_o, artist_z",calm,slow,high,medium,0.44,0.23,high,medium,medium
user_1765,success,"dance, rnb",artist_s,"bright, soft",slow,medium,medium,0.13,0.68,medium,high,low
user_1766,success,"ballad, rnb, dance, indie",,"energetic, bright",fast,medium,low,0.17,0.16,high,high,low
user_1767,success,,,"energetic, night",fast,high,medium,0.25,0.68,high,low,high
user_1768,success,"pop, indie, dance, acoustic","artist_x, artist_w","energetic, calm",medium,high,low,0.62,0.1,high,high,medium
user_1769,success,,"artist_g, artist_c","calm, energetic, bright",slow,low,high,0.03,0.52,low,high,medium
user_1770,success,,artist_f,energetic,medium,medium,low,0.98,0.93,medium,low,high
user_1771,success,,"artist_s, artist_l",energetic,fast,medium,low,0.69,0.74,medium,medium,high
user_1772,success,"indie, dance, ballad","artist_t, artist_p","calm, energetic",medium,medium,high,0.78,0.15,low,high,low
user_1773,success,"rnb, indie, ballad",,,slow,medium,medium,0.89,0.66,high,low,high
user_1774,success,,"artist_a, artist_x",bright,fast,high,medium,0.56,0.65,high,high,low
user_1775,success,"dance, acoustic","artist_z, artist_b, artist_q","energetic, bright, night",slow,low,high,0.08,0.27,high,low,low
user_1776,success,,"artist_e, artist_l, artist_i",calm,slow,medium,medium,0.11,0.64,low,high,low
user_1777,success,"ballad, dance, indie","artist_e, artist_o",,slow,low,medium,0.41,0.73,low,low,low
user_1778,success,"indie, acoustic",artist_g,"bright, night",fast,medium,low,0.71,0.69,high,low,medium
user_1779,success,,"artist_g, artist_l, artist_r","energetic, soft, calm",fast,low,medium,0.14,0.3,medium,high,medium
user_1780,success,ballad,"artist_x, artist_u",,slow,low,medium,0.39,0.94,high,low,high
user_1781,success,dance,"artist_u, artist_o","soft, energetic",slow,low,high,0.14,0.42,medium,high,medium
user_1782,success,"indie, pop","artist_p, artist_a","soft, night",slow,low,medium,0.74,0.5,medium,low,medium
user_1783,success,"rnb, dance",,,slow,low,medium,0.51,0.72,low,medium,medium
user_1784,success,,"artist_z, artist_y",,medium,low,low,0.34,0.73,low,medium,high
user_1785,success,"indie, acoustic","artist_d, artist_r, artist_x",soft,medium,low,high,0.33,0.87,high,high,medium
user_1786,success,"acoustic, indie, ballad",artist_b,"bright, calm, energetic",slow,low,low,0.24,0.61,high,high,low
user_1787,success,"ballad, dance, indie, acoustic","artist_l, artist_t","energetic, soft, bright",slow,high,medium,0.06,1,medium,high,medium
user_1788,success,"indie, dance, rnb","artist_y, artist_u","bright, energetic",fast,low,medium,0.29,0.25,low,low,low
user_1789,success,"acoustic, pop, rnb, indie","artist_p, artist_x","energetic, calm, bright",fast,low,high,0.4,0.15,medium,low,medium
user_1790,success,,artist_v,"energetic, soft, night",medium,low,low,0.18,0.1,medium,medium,low
user_1791,success,"pop, rnb, indie",,"soft, night, bright",medium,high,high,0.49,0.11,high,low,medium
user_1792,success,"acoustic, pop, rnb, ballad","artist_g, artist_w, artist_o","calm, night, bright",slow,medium,low,0.12,0.46,low,low,high
user_1793,success,"acoustic, dance","artist_o, artist_e","night, energetic",medium,low,low,0.23,0.46,low,medium,medium
user_1794,success,rnb,,,slow,high,high,0.15,0.65,low,low,high
user_1795,success,"ballad, rnb, indie","artist_p, artist_u",,fast,high,high,0.01,0.75,low,low,medium
user_1796,success,"indie, dance, acoustic, pop","artist_f, artist_w",soft,fast,high,low,0.64,0.54,high,medium,low
user_1797,success,"rnb, acoustic, dance","artist_a, artist_q","bright, soft",medium,medium,low,0.82,0.58,high,low,medium
user_1798,success,,,"energetic, night, bright",fast,low,high,0.96,0.17,high,medium,high
user_1799,success,"acoustic, dance, pop, indie",artist_l,"calm, bright",fast,low,medium,0.96,0.26,low,medium,medium
user_1800,success,acoustic,,"energetic, bright",slow,high,high,0.86,0.51,medium,medium,medium
user_1801,success,"indie, acoustic, ballad",,,medium,medium,low,0.69,0.97,high,low,low
user_1802,success,"ballad, rnb",artist_n,,fast,medium,high,0.49,0.08,medium,low,low
user_1803,success,"dance, indie, pop, acoustic",,bright,slow,high,high,0.92,0.96,high,low,high
user_1804,success,"ballad, indie, rnb, acoustic",artist_o,"soft, bright, calm",medium,medium,medium,0.72,0.18,medium,high,low
user_1805,success,"indie, dance, acoustic",artist_a,energetic,slow,high,high,0.09,0.85,high,high,low
user_1806,success,dance,,energetic,slow,low,high,0.83,0.59,high,high,high
user_1807,success,"ballad, rnb, dance, indie",artist_i,night,slow,high,high,0.32,0,high,medium,high
user_1808,success,"dance, rnb, ballad, pop",,,slow,low,medium,0.14,0.37,medium,medium,medium
user_1809,success,"dance, indie, rnb","artist_y, artist_i","bright, night",medium,low,medium,0.02,0.23,high,high,low
user_1810,success,"indie, rnb","artist_t, artist_p",soft,fast,medium,medium,0.72,0.59,low,high,high
user_1811,success,"indie, ballad","artist_n, artist_p, artist_r",,slow,medium,high,0.7,0.01,high,low,low
user_1812,success,"rnb, indie, dance","artist_y, artist_w","bright, soft, energetic",medium,low,medium,0.32,0.61,medium,low,medium
user_1813,success,indie,"artist_i, artist_x",energetic,slow,medium,medium,0.5,0.93,high,low,low
user_1814,success,"acoustic, indie","artist_s, artist_v",,fast,low,high,0.43,0.75,medium,medium,high
user_1815,success,"acoustic, indie, rnb, dance",,night,slow,high,medium,0.21,0.92,high,low,low
user_1816,success,"ballad, pop, acoustic, dance",,"energetic, soft",medium,high,medium,0.52,0.34,low,medium,medium
user_1817,success,"dance, pop, indie",artist_n,"soft, bright, night",fast,medium,low,0.34,0.39,low,high,low
user_1818,success,"dance, indie, rnb","artist_j, artist_o","bright, night",slow,medium,high,0.3,0.65,high,low,low
user_1819,success,"indie, dance, acoustic, ballad","artist_n, artist_q, artist_y","bright, soft, energetic",medium,medium,medium,0.5,0.47,medium,medium,low
user_1820,success,,"artist_x, artist_v, artist_y",,medium,high,high,0.18,0.77,high,low,high
user_1821,success,,artist_s,,slow,medium,high,0.16,0.58,high,low,medium
user_1822,success,indie,,"night, soft",medium,high,low,0.95,0.67,low,medium,medium
user_1823,success,,"artist_w, artist_q, artist_h",,medium,high,medium,0.12,0.47,high,medium,high
user_1824,success,"acoustic, dance, pop","artist_k, artist_i",night,medium,medium,low,0.55,0.06,low,medium,low
user_1825,success,"acoustic, rnb, dance",artist_b,"bright, energetic",fast,low,medium,0.55,0.29,high,high,medium
user_1826,success,rnb,"artist_j, artist_c, artist_h",calm,medium,medium,low,0.24,0.04,high,medium,high
user_1827,success,"pop, dance, indie","artist_l, artist_p, artist_i","soft, energetic, bright",fast,low,medium,0.26,0.35,medium,medium,low
user_1828,success,"indie, acoustic, rnb","artist_s, artist_a",calm,fast,low,high,0.99,0.49,low,medium,high
user_1829,success,"dance, pop",,,slow,low,high,0.42,0.75,low,low,high
user_1830,success,"pop, dance, acoustic",artist_l,"soft, energetic",medium,high,medium,0.53,0.9,high,medium,low
user_1831,success,,artist_z,bright,medium,medium,medium,0.26,0.47,high,low,medium
user_1832,success,"ballad, acoustic, rnb",,"calm, bright",slow,high,high,0.81,0.18,low,medium,medium
user_1833,success,,,,fast,low,medium,0.9,0.55,low,low,high
user_1834,success,"dance, indie","artist_o, artist_b",,slow,medium,high,0.55,0.41,low,low,low
user_1835,success,"dance, ballad",artist_d,calm,slow,low,medium,0.61,0.81,medium,medium,low
user_1836,success,ballad,artist_i,,fast,high,high,0.68,0.34,high,low,high
user_1837,success,ballad,artist_z,"soft, night",fast,high,low,0.99,0.33,medium,high,medium
user_1838,success,"rnb, ballad, acoustic, indie",,bright,medium,high,high,0.21,0.21,low,low,high
user_1839,success,,,energetic,fast,medium,medium,0.37,0.3,high,medium,high
user_1840,success,"rnb, indie","artist_a, artist_g","energetic, bright",medium,low,low,0.37,0.6,medium,medium,low
user_1841,success,acoustic,artist_f,energetic,medium,low,high,0.58,0.79,medium,low,low
user_1842,success,"acoustic, rnb, pop, dance","artist_f, artist_k","night, bright, energetic",slow,high,medium,0.78,0.4,high,medium,high
user_1843,success,"acoustic, pop, ballad",artist_g,,fast,medium,low,1,0.53,high,high,medium
user_1844,success,"pop, ballad",,,slow,medium,low,0.72,0.68,medium,medium,high
user_1845,success,,artist_c,night,medium,medium,low,0.8,0.89,medium,medium,low
user_1846,success,,"artist_v, artist_q",,fast,low,medium,0.98,0.71,medium,low,low
user_1847,success,pop,,soft,slow,medium,low,0.26,0.26,low,high,high
user_1848,success,"dance, indie, ballad, rnb",artist_q,,medium,medium,high,0.23,0.68,low,low,low
user_1849,success,"ballad, dance, acoustic, indie","artist_b, artist_w",,medium,medium,medium,0.61,0.88,low,low,medium
user_1850,success,"acoustic, ballad, indie, dance",,bright,slow,low,medium,0.3,0.4,low,medium,high
user_1851,success,"indie, pop, acoustic, rnb","artist_a, artist_p","night, bright, energetic",fast,medium,medium,0.71,0.93,medium,low,high
user_1852,success,,,"bright, soft, energetic",slow,low,medium,0.07,0.33,high,high,high
user_1853,success,acoustic,"artist_i, artist_c, artist_e",bright,fast,low,low,0.39,0.38,medium,high,medium
user_1854,success,pop,artist_o,bright,medium,medium,high,0.02,0.27,medium,low,medium
user_1855,success,,artist_w,,medium,medium,medium,0.06,0.75,medium,medium,high
user_1856,success,,artist_k,"energetic, bright",slow,medium,low,0.47,0.51,high,low,medium
user_1857,success,"pop, acoustic","artist_a, artist_f",calm,fast,high,medium,0.06,0.64,high,medium,medium
user_1858,success,acoustic,artist_s,"energetic, bright",medium,medium,low,0.94,0.96,low,low,low
user_1859,success,"rnb, indie, ballad","artist_l, artist_t","calm, soft",medium,low,medium,0.73,0.63,low,medium,low
user_1860,success,"dance, indie, pop",,,slow,medium,high,0.48,0.87,medium,high,medium
user_1861,success,"indie, acoustic, dance, ballad","artist_j, artist_m, artist_e","energetic, calm, soft",slow,high,high,0.34,0.74,low,medium,medium
user_1862,success,"pop, indie","artist_w, artist_o, artist_b","soft, bright",slow,medium,low,0.84,0.48,high,high,low
user_1863,success,"acoustic, dance, pop","artist_q, artist_e, artist_c",,medium,medium,low,0.67,0.29,high,low,medium
user_1864,success,"ballad, acoustic, dance",,"soft, bright, energetic",medium,high,medium,1,0.54,medium,medium,medium
user_1865,success,"pop, indie","artist_d, artist_b, artist_t","bright, energetic",medium,high,low,0.6,0.88,medium,high,medium
user_1866,success,"rnb, ballad",artist_w,"bright, energetic",slow,high,medium,0.76,0.14,high,high,high
user_1867,success,,artist_b,bright,fast,medium,low,0.62,0.26,low,high,medium
user_1868,success,"dance, rnb",,"night, soft, bright",medium,medium,medium,0.58,0.88,medium,medium,medium
user_1869,success,,,energetic,slow,high,high,0.29,0.39,medium,medium,high
user_1870,success,"pop, ballad",artist_z,"energetic, calm, bright",slow,medium,low,0.78,0.81,medium,low,medium
user_1871,success,"indie, rnb, pop, dance","artist_a, artist_b","energetic, soft",medium,medium,high,0.63,0.11,medium,medium,low
user_1872,success,,"artist_s, artist_x",,fast,low,medium,0.3,0.05,low,high,medium
user_1873,success,,,"bright, energetic",fast,low,low,0.3,0.88,high,low,medium
user_1874,success,indie,,"energetic, night",medium,medium,medium,0.83,0.4,medium,high,medium
user_1875,success,"acoustic, ballad, indie","artist_g, artist_d",energetic,medium,high,high,0.39,1,high,low,low
user_1876,success,ballad,,soft,fast,medium,low,0.55,0.98,low,medium,low
user_1877,success,"indie, dance, rnb","artist_w, artist_m, artist_i",,slow,low,medium,0.07,0.85,medium,medium,low
user_1878,success,"rnb, acoustic, ballad",,"bright, night, soft",medium,low,medium,0.55,0.83,high,medium,high
user_1879,success,,artist_m,energetic,slow,high,low,0.04,0.71,high,low,low
user_1880,success,acoustic,,,fast,low,low,0.3,0.37,low,high,low
user_1881,success,pop,"artist_m, artist_c, artist_n","calm, night",fast,medium,medium,0.99,0.92,low,medium,high
